age,Age class,icd10,International Statistical Classification of Diseases and Related Health Problems (ICD-10),TIME_PERIOD,Time,OBS_VALUE
Y70-74,From 70 to 74 years,C32,Malignant neoplasm of larynx,2017,,19.34
Y70-74,From 70 to 74 years,C32,Malignant neoplasm of larynx,2018,,16.94
Y70-74,From 70 to 74 years,C32,Malignant neoplasm of larynx,2019,,17.35
Y70-74,From 70 to 74 years,C32,Malignant neoplasm of larynx,2020,,15.19
Y70-74,From 70 to 74 years,C32,Malignant neoplasm of larynx,2021,,16.3
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2011,,314.97
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2012,,318.37
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2013,,310.31
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2014,,302.7
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2015,,301.57
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2016,,314.04
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2017,,310.58
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2018,,299.64
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2019,,293.55
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2020,,289.75
Y70-74,From 70 to 74 years,C33_C34,"Malignant neoplasm of trachea, bronchus and lung",2021,,295.51
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2011,,7.54
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2012,,8.64
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2013,,10.45
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2014,,8.63
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2015,,7.81
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2016,,7.72
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2017,,7.76
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2018,,7.42
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2019,,6.27
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2020,,7.69
Y70-74,From 70 to 74 years,C43,Malignant melanoma of skin,2021,,8.25
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2011,,1.63
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2012,,1.65
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2013,,0.98
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2014,,1.38
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2015,,1.1
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2016,,0.96
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2017,,0.72
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2018,,1.4
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2019,,0.98
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2020,,0.78
Y70-74,From 70 to 74 years,C50,Malignant neoplasm of breast,2021,,0.68
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2011,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2012,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2013,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2014,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2015,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2016,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2017,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2018,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2019,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2020,,0
Y70-74,From 70 to 74 years,C53,Malignant neoplasm of cervix uteri,2021,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2011,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2012,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2013,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2014,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2015,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2016,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2017,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2018,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2019,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2020,,0
Y70-74,From 70 to 74 years,C54_C55,Malignant neoplasm of other parts of uterus,2021,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2011,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2012,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2013,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2014,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2015,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2016,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2017,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2018,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2019,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2020,,0
Y70-74,From 70 to 74 years,C56,Malignant neoplasm of ovary,2021,,0
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2011,,73.12
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2012,,74.42
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2013,,68.38
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2014,,70.04
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2015,,63.04
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2016,,65.6
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2017,,60.61
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2018,,64.16
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2019,,57.53
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2020,,56.78
Y70-74,From 70 to 74 years,C61,Malignant neoplasm of prostate,2021,,58.13
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2011,,18.72
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2012,,19.18
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2013,,21.89
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2014,,18.52
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2015,,21.12
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2016,,18.54
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2017,,19.13
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2018,,19.55
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2019,,18.62
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2020,,16.95
Y70-74,From 70 to 74 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2021,,18.92
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2011,,62.94
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2012,,62.23
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2013,,61.87
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2014,,53.13
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2015,,49.07
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2016,,53.16
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2017,,49.02
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2018,,44.61
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2019,,41.56
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2020,,40.91
Y70-74,From 70 to 74 years,C67,Malignant neoplasm of bladder,2021,,44.16
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2011,,26.13
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2012,,23.37
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2013,,22.88
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2014,,24.38
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2015,,23.55
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2016,,24.22
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2017,,24.41
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2018,,24.16
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2019,,21.37
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2020,,26.49
Y70-74,From 70 to 74 years,C70-C72,Malignant neoplasm of brain and central nervous system,2021,,22.22
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2011,,1.63
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2012,,1.52
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2013,,1.97
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2014,,2.07
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2015,,2.31
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2016,,2.47
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2017,,2.17
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2018,,1.3
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2019,,1.96
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2020,,1.56
Y70-74,From 70 to 74 years,C73,Malignant neoplasm of thyroid gland,2021,,1.94
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2011,,23.37
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2012,,20.95
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2013,,20.54
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2014,,24.38
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2015,,21.45
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2016,,20.58
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2017,,21.62
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2018,,22.86
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2019,,24.7
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2020,,20.06
Y70-74,From 70 to 74 years,C81-C86,Hodgkin disease and lymphomas,2021,,22.03
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2011,,18.72
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2012,,17.65
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2013,,13.53
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2014,,13.23
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2015,,16.39
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2016,,16.83
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2017,,18.93
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2018,,15.94
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2019,,14.02
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2020,,14.41
Y70-74,From 70 to 74 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2021,,12.71
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2011,,29.52
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2012,,28.19
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2013,,28.9
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2014,,29.1
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2015,,29.38
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2016,,26.58
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2017,,26.68
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2018,,25.96
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2019,,26.95
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2020,,26.3
Y70-74,From 70 to 74 years,C91-C95,Leukaemia,2021,,24.36
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2011,,90.08
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2012,,81.78
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2013,,82.16
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2014,,83.61
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2015,,85.49
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2016,,93.68
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2017,,91.53
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2018,,89.42
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2019,,93.41
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2020,,89.12
Y70-74,From 70 to 74 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2021,,95.11
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2011,,25.76
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2012,,25.14
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2013,,25.21
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2014,,25.3
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2015,,25.2
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2016,,22.19
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2017,,23.06
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2018,,22.05
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2019,,22.74
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2020,,22.01
Y70-74,From 70 to 74 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2021,,22.81
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2011,,5.9
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2012,,6.22
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2013,,5.66
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2014,,7.71
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2015,,6.38
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2016,,6.32
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2017,,6.72
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2018,,6.52
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2019,,6.57
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2020,,6.72
Y70-74,From 70 to 74 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2021,,7.96
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2011,,53.27
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2012,,53.34
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2013,,40.83
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2014,,47.73
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2015,,48.08
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2016,,42.66
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2017,,46.95
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2018,,41.8
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2019,,41.26
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2020,,50.35
Y70-74,From 70 to 74 years,E10-E14,Diabetes mellitus,2021,,42.41
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2011,,13.32
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2012,,12.7
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2013,,11.68
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2014,,17.14
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2015,,16.5
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2016,,15.43
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2017,,13.96
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2018,,14.13
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2019,,14.21
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2020,,16.85
Y70-74,From 70 to 74 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2021,,16.11
Y70-74,From 70 to 74 years,F01_F03,Dementia,2011,,26.26
Y70-74,From 70 to 74 years,F01_F03,Dementia,2012,,28.32
Y70-74,From 70 to 74 years,F01_F03,Dementia,2013,,27.8
Y70-74,From 70 to 74 years,F01_F03,Dementia,2014,,27.83
Y70-74,From 70 to 74 years,F01_F03,Dementia,2015,,28.61
Y70-74,From 70 to 74 years,F01_F03,Dementia,2016,,28.62
Y70-74,From 70 to 74 years,F01_F03,Dementia,2017,,28.03
Y70-74,From 70 to 74 years,F01_F03,Dementia,2018,,30.58
Y70-74,From 70 to 74 years,F01_F03,Dementia,2019,,33.62
Y70-74,From 70 to 74 years,F01_F03,Dementia,2020,,28.83
Y70-74,From 70 to 74 years,F01_F03,Dementia,2021,,26.98
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2011,,1.88
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2012,,2.41
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2013,,2.09
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2014,,1.73
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2015,,2.53
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2016,,2.89
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2017,,2.48
Y70-74,From 70 to 74 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2018,,3.01
